Date,Winner,WinnerScore,Loser,LoserScore,,,,,
1/18/2025,@Stetson,82,West Georgia,78,,,,,
1/18/2025,@Texas St,85,Southern Miss,82,O1,,,,
1/18/2025,@Houston Chr,66,UTRGV,57,,,,,
1/18/2025,@Army,68,Boston Univ,62,,,,,
1/18/2025,@UC Irvine,101,Cal Poly,71,,,,,
1/18/2025,UC Davis,64,@UC Santa Barbara,60,,,,,
1/18/2025,@UC Riverside,85,UC San Diego,81,,,,,
1/18/2025,Yale,92,@Columbia,88,,,,,
1/18/2025,Xavier,59,@Marquette,57,,,,,
1/18/2025,St John's,79,@Seton Hall,51,,,,,
1/18/2025,Creighton,68,@Connecticut,63,,,,,
1/18/2025,@South Alabama,64,Troy,63,,,,,
1/18/2025,Louisiana,65,@ULM,60,,,,,
1/18/2025,Oakland,65,@Detroit,59,,,,,
1/18/2025,Wright St,78,@N Kentucky,70,,,,,
1/18/2025,@Delaware,79,Elon,77,,,,,
1/18/2025,@Campbell,81,Monmouth NJ,58,,,,,
1/18/2025,@Towson,53,Stony Brook,49,,,,,
1/18/2025,@Col Charleston,87,Northeastern,85,,,,,
1/19/2025,@Michigan St,80,Illinois,78,,,,,
1/19/2025,@Michigan,80,Northwestern,76,O1,,,,
1/19/2025,@Maryland,69,Nebraska,66,,,,,
1/19/2025,@Massachusetts,82,La Salle,60,,,,,
1/19/2025,TCU,74,@Baylor,71,,,,,
1/19/2025,@Temple,80,Tulane,77,,,,,
1/19/2025,@FL Atlantic,75,Rice,73,,,,,
1/19/2025,Memphis,77,@Charlotte,68,,,,,
1/19/2025,Robert Morris,81,@WI Milwaukee,79,,,,,
1/19/2025,Youngstown St,73,@WI Green Bay,69,,,,,
1/19/2025,Cleveland St,73,@IUPUI,62,,,,,
1/20/2025,@Princeton,71,Columbia,67,,,,,
1/20/2025,Brown,83,@Cornell,82,,,,,
1/20/2025,@Penn St,80,Rutgers,72,,,,,
1/20/2025,@Colgate,87,Bucknell,80,,,,,
1/20/2025,Morehouse,79,@Howard,76,,,,,
1/20/2025,@New Mexico,95,Fresno St,67,,,,,
1/20/2025,@Drexel,60,Hofstra,55,,,,,
1/20/2025,@UNC Wilmington,85,William & Mary,74,,,,,
1/20/2025,@Norfolk St,105,Washington Advt,42,,,,,
1/20/2025,Alcorn St,78,@Prairie View,70,,,,,
1/20/2025,@Montana St,74,E Washington,64,,,,,
1/20/2025,F Dickinson,58,@Chicago St,48,,,,,
1/20/2025,Penn,82,@Harvard,67,,,,,
1/20/2025,@Montana,72,Idaho,67,,,,,
1/20/2025,UTRGV,85,@Incarnate Word,78,,,,,
1/20/2025,@TX Southern,81,Jackson St,73,,,,,
1/20/2025,Lamar,78,@Nicholls St,74,,,,,
1/20/2025,@Le Moyne,73,Stonehill,72,,,,,
1/20/2025,@McNeese St,79,SF Austin,59,,,,,
1/20/2025,@LIU Brooklyn,72,Mercyhurst,63,O1,,,,
1/20/2025,@Florida A&M,83,MS Valley St,53,,,,,
1/20/2025,@Northwestern LA,73,New Orleans,61,,,,,
1/20/2025,@Wagner,70,St Francis PA,68,O2,,,,
1/20/2025,@Bethune-Cookman,73,Ark Pine Bluff,64,,,,,
1/20/2025,SE Louisiana,76,@East Texas A&M,68,,,,,
1/20/2025,@Houston Chr,76,TAM C. Christi,72,,,,,
1/20/2025,@Yale,83,Dartmouth,67,,,,,
1/20/2025,Georgetown,64,@Villanova,63,,,,,
1/20/2025,Hampton,74,@NC A&T,73,,,,,
1/21/2025,Wyoming,63,@UNLV,61,,,,,
1/21/2025,VCU,81,@Rhode Island,57,,,,,
1/21/2025,Dayton,82,@Duquesne,62,,,,,
1/21/2025,St Joseph's PA,78,@Davidson,61,,,,,
1/21/2025,@Northern Iowa,79,Missouri St,68,,,,,
1/21/2025,@Illinois St,85,Indiana St,81,,,,,
1/21/2025,@UCLA,85,Wisconsin,83,,,,,
1/21/2025,Ohio St,73,@Purdue,70,,,,,
1/21/2025,@Oregon,82,Washington,71,,,,,
1/21/2025,Minnesota,72,@Iowa,67,,,,,
1/21/2025,@Virginia,74,Boston College,56,,,,,
1/21/2025,George Mason,75,@St Bonaventure,62,,,,,
1/21/2025,Bradley,89,@Belmont,77,,,,,
1/21/2025,Louisville,98,@SMU,73,,,,,
1/21/2025,@Wake Forest,67,North Carolina,66,,,,,
1/21/2025,@Iowa St,108,UCF,83,,,,,
1/21/2025,Texas Tech,81,@Cincinnati,71,,,,,
1/21/2025,BYU,83,@Colorado,67,,,,,
1/21/2025,Arizona St,65,@West Virginia,57,,,,,
1/21/2025,Arizona,92,@Oklahoma St,78,,,,,
1/21/2025,@UAB,81,UT San Antonio,78,,,,,
1/21/2025,East Carolina,85,@Tulsa,76,O1,,,,
1/21/2025,@Alabama,103,Vanderbilt,87,,,,,
1/21/2025,Akron,90,@Buffalo,58,,,,,
1/21/2025,Ball St,82,@C Michigan,80,,,,,
1/21/2025,@E Michigan,94,Ohio,87,,,,,
1/21/2025,@Miami OH,84,Bowling Green,76,,,,,
1/21/2025,@Tennessee,68,Mississippi St,56,,,,,
1/21/2025,@Tennessee St,81,TN Martin,80,O1,,,,
1/21/2025,@Texas,61,Missouri,53,,,,,
1/21/2025,Kent,83,@Toledo,64,,,,,
1/21/2025,@W Michigan,72,N Illinois,70,,,,,
1/21/2025,Marquette,76,@Seton Hall,59,,,,,
1/21/2025,Creighton,73,@DePaul,49,,,,,
1/21/2025,@Connecticut,80,Butler,78,O1,,,,
1/22/2025,Army,76,@Holy Cross,71,,,,,
1/22/2025,@American Univ,68,Lehigh,67,,,,,
1/22/2025,@St Louis,64,La Salle,52,,,,,
1/22/2025,@Massachusetts,74,G Washington,61,,,,,
1/22/2025,@Loyola-Chicago,70,Fordham,66,,,,,
1/22/2025,@Drake,81,Valparaiso,71,,,,,
1/22/2025,IL Chicago,78,@Evansville,67,,,,,
1/22/2025,Murray St,74,@S Illinois,64,,,,,
1/22/2025,@Northwestern,79,Indiana,70,,,,,
1/22/2025,USC,78,@Nebraska,73,,,,,
1/22/2025,@Clemson,86,Syracuse,72,,,,,
1/22/2025,@Georgia Tech,71,Virginia Tech,64,,,,,
1/22/2025,@California,77,Florida St,68,,,,,
1/22/2025,@Stanford,88,Miami FL,51,,,,,
1/22/2025,@Houston,70,Utah,36,,,,,
1/22/2025,@Baylor,70,Kansas St,62,,,,,
1/22/2025,Kansas,74,@TCU,61,,,,,
1/22/2025,@North Texas,76,Temple,67,,,,,
1/22/2025,@Charlotte,69,South Florida,61,,,,,
1/22/2025,Longwood,77,@Radford,74,,,,,
1/22/2025,High Point,86,@SC Upstate,77,,,,,
1/22/2025,UNC Asheville,61,@Gardner Webb,53,,,,,
1/22/2025,@Presbyterian,71,Charleston So,61,,,,,
1/22/2025,Florida,70,@South Carolina,69,,,,,
1/22/2025,Texas A&M,63,@Mississippi,62,,,,,
1/22/2025,@Arkansas,68,Georgia,65,,,,,
1/22/2025,@Colorado St,75,Boise St,72,,,,,
1/22/2025,San Diego St,77,@Air Force,76,O1,,,,
1/22/2025,@ETSU,85,W Carolina,58,,,,,
1/22/2025,Mercer,79,@UNC Greensboro,78,,,,,
1/22/2025,@VMI,91,Furman,82,,,,,
1/22/2025,@Wofford,79,Citadel,68,,,,,
1/22/2025,Lafayette,80,@Loyola MD,59,,,,,
1/22/2025,@Navy,62,Boston Univ,47,,,,,
1/22/2025,@Utah St,90,Nevada,69,,,,,
1/22/2025,@St John's,79,Xavier,71,O1,,,,
1/22/2025,James Madison,74,@Old Dominion,60,,,,,
1/22/2025,Robert Morris,72,@Youngstown St,70,,,,,
1/22/2025,@Cleveland St,65,Detroit,50,,,,,
1/22/2025,@Oakland,76,PFW,72,,,,,
1/22/2025,IUPUI,86,@WI Green Bay,77,,,,,
1/22/2025,WI Milwaukee,95,@Wright St,79,,,,,
1/23/2025,UMBC,92,@SUNY Albany,87,O1,,,,
1/23/2025,Maine,86,@MA Lowell,85,O1,,,,
1/23/2025,@Vermont,68,NJIT,64,,,,,
1/23/2025,Bryant,95,@New Hampshire,76,,,,,
1/23/2025,Maryland,91,@Illinois,70,,,,,
1/23/2025,@Memphis,61,Wichita St,53,,,,,
1/23/2025,Loy Marymount,73,@Pacific,68,,,,,
1/23/2025,Samford,73,@Chattanooga,69,,,,,
1/23/2025,Denver,70,@Oral Roberts,68,,,,,
1/23/2025,@Abilene Chr,67,Tarleton St,56,,,,,
1/23/2025,FGCU,77,@Bellarmine,61,,,,,
1/23/2025,Utah Valley,74,@Cal Baptist,69,,,,,
1/23/2025,Sacred Heart,93,@Canisius,84,,,,,
1/23/2025,Austin Peay,73,@Cent Arkansas,71,,,,,
1/23/2025,@CS Northridge,86,Long Beach St,76,,,,,
1/23/2025,Morehead St,73,@E Illinois,66,,,,,
1/23/2025,Stetson,67,@E Kentucky,66,,,,,
1/23/2025,@Lindenwood,72,SE Missouri St,68,,,,,
1/23/2025,@Louisiana Tech,77,WKU,67,,,,,
1/23/2025,Fairfield,87,@Manhattan,84,O1,,,,
1/23/2025,@NE Omaha,89,St Thomas MN,78,,,,,
1/23/2025,Kennesaw,69,@New Mexico St,56,,,,,
1/23/2025,Marist,67,@Niagara,65,O1,,,,
1/23/2025,@North Alabama,74,Lipscomb,64,,,,,
1/23/2025,South Dakota,102,@North Dakota,93,,,,,
1/23/2025,@Oregon St,83,Pepperdine,63,,,,,
1/23/2025,@Portland,92,San Diego,82,,,,,
1/23/2025,Iona,73,@Rider,67,,,,,
1/23/2025,MTSU,77,@Sam Houston St,75,,,,,
1/23/2025,@Santa Clara,93,Washington St,65,,,,,
1/23/2025,@Siena,82,Mt St Mary's,68,,,,,
1/23/2025,@SIUE,82,Southern Indiana,76,,,,,
1/23/2025,Grand Canyon,74,@Southern Utah,59,,,,,
1/23/2025,@St Mary's CA,71,San Francisco,51,,,,,
1/23/2025,Merrimack,48,@St Peter's,37,,,,,
1/23/2025,@Tennessee St,89,Tennessee Tech,77,,,,,
1/23/2025,S Dakota St,65,@Missouri KC,64,,,,,
1/23/2025,@UT Arlington,65,Seattle,56,,,,,
1/23/2025,Jacksonville St,73,@UTEP,66,,,,,
1/23/2025,Jacksonville,79,@West Georgia,62,,,,,
1/23/2025,Ark Little Rock,62,@W Illinois,51,,,,,
1/23/2025,North Florida,90,@Queens NC,81,,,,,
1/23/2025,CS Bakersfield,71,@CS Fullerton,68,,,,,
1/23/2025,@CS Sacramento,75,Idaho St,71,,,,,
1/23/2025,@Ga Southern,85,Coastal Car,58,,,,,
1/23/2025,Northern Arizona,70,@E Washington,61,,,,,
1/23/2025,@Arkansas St,65,Appalachian St,55,,,,,
1/23/2025,Marshall,92,@Georgia St,79,,,,,
1/23/2025,@UC Davis,68,Hawaii,66,,,,,
1/23/2025,@Idaho,77,N Colorado,76,,,,,
1/23/2025,@Portland St,74,Weber St,56,,,,,
1/23/2025,Texas St,89,@Louisiana,74,,,,,
1/23/2025,@UC Riverside,84,UC Irvine,80,O1,,,,
1/23/2025,@UC San Diego,77,UC Santa Barbara,63,,,,,
1/23/2025,UNC Wilmington,85,@Col Charleston,83,,,,,
1/23/2025,Campbell,79,@Stony Brook,54,,,,,
1/23/2025,@Towson,83,NC A&T,67,,,,,
1/23/2025,@William & Mary,94,Hampton,83,,,,,
1/23/2025,@Hofstra,93,Delaware,68,,,,,
1/23/2025,@Northeastern,70,Drexel,61,,,,,
1/23/2025,@Elon,83,Monmouth NJ,71,,,,,
1/24/2025,@VCU,75,St Bonaventure,61,,,,,
1/24/2025,@Dayton,77,St Joseph's PA,72,,,,,
1/24/2025,UCLA,65,@Washington,60,,,,,
1/24/2025,@Purdue,91,Michigan,64,,,,,
1/24/2025,@Iowa,76,Penn St,75,,,,,
1/24/2025,Toledo,84,@Bowling Green,71,,,,,
1/24/2025,@Ohio,61,Kent,59,,,,,
1/24/2025,@Youngstown St,112,PSU-Shenango,63,,,,,
1/24/2025,Central Conn,93,@Le Moyne,70,,,,,
1/24/2025,@Mercyhurst,71,Wagner,66,,,,,
1/24/2025,@St Francis PA,74,LIU Brooklyn,64,,,,,
1/24/2025,@Stonehill,75,Chicago St,73,,,,,
1/24/2025,@Marquette,87,Villanova,74,,,,,
1/24/2025,WI Milwaukee,79,@N Kentucky,59,,,,,
1/25/2025,@SUNY Albany,68,NJIT,62,,,,,
1/25/2025,Cornell,85,@Princeton,76,,,,,
1/25/2025,@Lehigh,86,Lafayette,47,,,,,
1/25/2025,UMBC,80,@Vermont,63,,,,,
1/25/2025,@MA Lowell,97,New Hampshire,80,,,,,
1/25/2025,San Diego St,69,@Nevada,50,,,,,
1/25/2025,@Norfolk St,92,Howard,75,,,,,
1/25/2025,@Alabama St,66,Prairie View,63,,,,,
1/25/2025,@Bryant,83,Binghamton,69,,,,,
1/25/2025,TX Southern,82,@Alabama A&M,78,O1,,,,
1/25/2025,@San Jose St,67,Wyoming,58,,,,,
1/25/2025,@California,98,Miami FL,94,O1,,,,
1/25/2025,Notre Dame,74,@Virginia,59,,,,,
1/25/2025,Duke,63,@Wake Forest,56,,,,,
1/25/2025,Davidson,72,@Richmond,66,,,,,
1/25/2025,@La Salle,70,Rhode Island,64,,,,,
1/25/2025,@G Washington,67,St Louis,61,,,,,
1/25/2025,Northern Iowa,74,@Indiana St,56,,,,,
1/25/2025,S Illinois,89,@IL Chicago,85,,,,,
1/25/2025,@Bradley,61,Illinois St,57,,,,,
1/25/2025,Evansville,78,@Valparaiso,68,,,,,
1/25/2025,Drake,69,@Missouri St,62,O1,,,,
1/25/2025,Belmont,95,@Murray St,77,,,,,
1/25/2025,@American Univ,81,Colgate,77,,,,,
1/25/2025,Michigan St,81,@Rutgers,74,New,"York,",NY,,
1/25/2025,@Minnesota,77,Oregon,69,,,,,
1/25/2025,SMU,63,@NC State,57,,,,,
1/25/2025,Pittsburgh,77,@Syracuse,73,,,,,
1/25/2025,Dartmouth,84,@Brown,83,,,,,
1/25/2025,@North Carolina,102,Boston College,96,O1,,,,
1/25/2025,Clemson,72,@Virginia Tech,57,,,,,
1/25/2025,@Stanford,78,Florida St,71,,,,,
1/25/2025,Northwestern LA,57,@SF Austin,54,O1,,,,
1/25/2025,@BYU,80,Cincinnati,52,,,,,
1/25/2025,@Kansas St,73,West Virginia,60,,,,,
1/25/2025,Houston,92,@Kansas,86,O2,,,,
1/25/2025,Baylor,76,@Utah,61,,,,,
1/25/2025,@UCF,85,TCU,58,,,,,
1/25/2025,Iowa St,76,@Arizona St,61,,,,,
1/25/2025,@Arizona,78,Colorado,63,,,,,
1/25/2025,Tulane,82,@Rice,71,,,,,
1/25/2025,@East Carolina,64,South Florida,55,,,,,
1/25/2025,@UT San Antonio,88,Temple,79,,,,,
1/25/2025,Radford,82,@Presbyterian,69,,,,,
1/25/2025,@Longwood,80,SC Upstate,54,,,,,
1/25/2025,@High Point,84,Winthrop,62,,,,,
1/25/2025,UNC Asheville,69,@Charleston So,61,,,,,
1/25/2025,Colorado St,69,@Fresno St,64,,,,,
1/25/2025,@NC Central,82,S Carolina St,77,,,,,
1/25/2025,New Mexico,75,@UNLV,73,,,,,
1/25/2025,Jacksonville,87,@Queens NC,77,,,,,
1/25/2025,@Quinnipiac,75,Rider,64,,,,,
1/25/2025,UT Arlington,79,@Abilene Chr,76,O1,,,,
1/25/2025,@Akron,102,Miami OH,75,,,,,
1/25/2025,@Alabama,80,LSU,73,,,,,
1/25/2025,Oklahoma,65,@Arkansas,62,,,,,
1/25/2025,@Auburn,53,Tennessee,51,,,,,
1/25/2025,@Cal Poly,78,Long Beach St,69,,,,,
1/25/2025,Marist,70,@Canisius,47,,,,,
1/25/2025,Lipscomb,68,@Cent Arkansas,55,,,,,
1/25/2025,@C Michigan,73,W Michigan,52,,,,,
1/25/2025,W Carolina,80,@Citadel,78,O1,,,,
1/25/2025,Chattanooga,71,@ETSU,63,,,,,
1/25/2025,Southern Indiana,64,@E Illinois,60,,,,,
1/25/2025,@E Kentucky,81,FGCU,77,,,,,
1/25/2025,@E Michigan,90,Buffalo,77,,,,,
1/25/2025,Merrimack,75,@Fairfield,54,,,,,
1/25/2025,@Florida,89,Georgia,59,,,,,
1/25/2025,Liberty,82,@Florida Intl,59,,,,,
1/25/2025,@Iona,72,Siena,68,,,,,
1/25/2025,Ark Little Rock,78,@Lindenwood,46,,,,,
1/25/2025,@Louisiana Tech,75,MTSU,69,,,,,
1/25/2025,Furman,79,@Mercer,74,,,,,
1/25/2025,@Missouri,83,Mississippi,75,,,,,
1/25/2025,Manhattan,74,@Mt St Mary's,64,,,,,
1/25/2025,Jacksonville St,65,@New Mexico St,59,,,,,
1/25/2025,Sacred Heart,86,@Niagara,77,,,,,
1/25/2025,@North Alabama,88,Austin Peay,84,O1,,,,
1/25/2025,@N Dakota St,87,North Dakota,82,,,,,
1/25/2025,@N Illinois,76,Ball St,66,,,,,
1/25/2025,NE Omaha,84,@Oral Roberts,76,,,,,
1/25/2025,@Oregon St,83,Santa Clara,69,,,,,
1/25/2025,@Pepperdine,60,Pacific,44,,,,,
1/25/2025,Gonzaga,105,@Portland,62,,,,,
1/25/2025,WKU,75,@Sam Houston St,66,,,,,
1/25/2025,@Samford,77,Wofford,61,,,,,
1/25/2025,@San Francisco,81,San Diego,69,,,,,
1/25/2025,Utah Valley,70,@Seattle,66,,,,,
1/25/2025,@SIUE,65,Morehead St,54,,,,,
1/25/2025,Mississippi St,65,@South Carolina,60,O1,,,,
1/25/2025,@S Dakota St,90,South Dakota,71,,,,,
1/25/2025,Cal Baptist,76,@Southern Utah,60,,,,,
1/25/2025,@Texas,70,Texas A&M,69,,,,,
1/25/2025,St Thomas MN,68,@Missouri KC,65,,,,,
1/25/2025,Tennessee Tech,89,@TN Martin,85,O1,,,,
1/25/2025,Grand Canyon,79,@Utah Tech,66,,,,,
1/25/2025,@UTEP,73,Kennesaw,71,,,,,
1/25/2025,@Vanderbilt,74,Kentucky,69,,,,,
1/25/2025,UNC Greensboro,60,@VMI,57,,,,,
1/25/2025,St Mary's CA,80,@Washington St,75,,,,,
1/25/2025,@West Georgia,92,North Florida,72,,,,,
1/25/2025,SE Missouri St,72,@W Illinois,51,,,,,
1/25/2025,UC Riverside,83,@CS Bakersfield,79,,,,,
1/25/2025,UC Santa Barbara,83,@CS Fullerton,75,,,,,
1/25/2025,Weber St,87,@CS Sacramento,81,,,,,
1/25/2025,Florida A&M,65,@Alcorn St,64,,,,,
1/25/2025,@Old Dominion,74,Coastal Car,52,,,,,
1/25/2025,@Morgan St,80,Coppin St,64,,,,,
1/25/2025,N Colorado,67,@E Washington,62,,,,,
1/25/2025,Appalachian St,66,@ULM,58,,,,,
1/25/2025,Marshall,71,@Ga Southern,67,,,,,
1/25/2025,James Madison,86,@Georgia St,79,,,,,
1/25/2025,@Yale,84,Harvard,55,,,,,
1/25/2025,@UC Irvine,71,Hawaii,55,,,,,
1/25/2025,@Arkansas St,80,Texas St,65,,,,,
1/25/2025,Northern Arizona,80,@Idaho,72,,,,,
1/25/2025,@Portland St,76,Idaho St,59,,,,,
1/25/2025,@SE Louisiana,86,Incarnate Word,63,,,,,
1/25/2025,@Jackson St,86,Bethune-Cookman,81,,,,,
1/25/2025,@Lamar,61,East Texas A&M,58,O1,,,,
1/25/2025,Holy Cross,70,@Loyola MD,65,,,,,
1/25/2025,Delaware St,73,@MD E Shore,66,,,,,
1/25/2025,McNeese St,93,@UTRGV,63,,,,,
1/25/2025,Grambling,65,@MS Valley St,54,,,,,
1/25/2025,@Montana,77,Montana St,70,,,,,
1/25/2025,Houston Chr,86,@New Orleans,76,,,,,
1/25/2025,@TAM C. Christi,61,Nicholls St,57,,,,,
1/25/2025,@Penn,93,Columbia,78,,,,,
1/25/2025,Southern Univ,83,@Ark Pine Bluff,67,,,,,
1/25/2025,Stetson,81,@Bellarmine,76,,,,,
1/25/2025,@Boston Univ,85,Bucknell,82,O1,,,,
1/25/2025,@UC San Diego,79,CS Northridge,54,,,,,
1/25/2025,Utah St,87,@Air Force,58,,,,,
1/25/2025,@Creighton,79,Seton Hall,54,,,,,
1/25/2025,@Xavier,76,Connecticut,72,,,,,
1/25/2025,@Providence,78,Georgetown,68,,,,,
1/25/2025,@Butler,86,DePaul,69,,,,,
1/25/2025,Southern Miss,67,@Louisiana,59,,,,,
1/25/2025,@Troy,65,South Alabama,55,,,,,
1/25/2025,@Robert Morris,73,Oakland,71,,,,,
1/25/2025,@Wright St,67,Detroit,50,,,,,
1/25/2025,PFW,91,@IUPUI,80,,,,,
1/25/2025,@Cleveland St,81,WI Green Bay,66,,,,,
1/25/2025,Col Charleston,76,@Elon,62,,,,,
1/25/2025,Campbell,69,@Hofstra,67,O1,,,,
1/25/2025,@Stony Brook,89,NC A&T,74,,,,,
1/25/2025,@UNC Wilmington,83,Hampton,62,,,,,
1/25/2025,@Drexel,67,Delaware,54,,,,,
1/25/2025,@William & Mary,78,Monmouth NJ,73,,,,,
1/26/2025,Navy,66,@Army,53,,,,,
1/26/2025,@Wisconsin,83,Nebraska,55,,,,,
1/26/2025,Maryland,79,@Indiana,78,,,,,
1/26/2025,@Illinois,83,Northwestern,74,,,,,
1/26/2025,@Central Conn,81,Chicago St,64,,,,,
1/26/2025,@Fordham,65,Duquesne,63,,,,,
1/26/2025,@Texas Tech,64,Oklahoma St,54,,,,,
1/26/2025,@Tulsa,84,Wichita St,77,,,,,
1/26/2025,@Memphis,100,UAB,77,,,,,
1/26/2025,@North Texas,77,FL Atlantic,64,,,,,
1/26/2025,F Dickinson,65,@Stonehill,54,,,,,
1/26/2025,@Mercyhurst,85,LIU Brooklyn,80,O2,,,,
1/26/2025,Wagner,68,@St Francis PA,66,,,,,
1/27/2025,@Alabama A&M,98,Prairie View,82,,,,,
1/27/2025,TX Southern,80,@Alabama St,69,,,,,
1/27/2025,UCLA,82,@USC,76,,,,,
1/27/2025,@Ohio St,82,Iowa,65,,,,,
1/27/2025,@Michigan,76,Penn St,72,,,,,
1/27/2025,@Duke,74,NC State,64,,,,,
1/27/2025,@Arizona,86,Iowa St,75,O1,,,,
1/27/2025,Grambling,81,@Ark Pine Bluff,77,,,,,
1/27/2025,Towson,75,@Northeastern,65,,,,,
1/27/2025,E Illinois,56,Ark Little Rock,54,Saint,"Charles,",MO,,
1/27/2025,@ULM,77,South Alabama,66,,,,,
1/27/2025,@Troy,70,Southern Miss,61,,,,,
1/27/2025,@Alcorn St,70,Bethune-Cookman,61,,,,,
1/27/2025,Incarnate Word,74,@New Orleans,58,,,,,
1/27/2025,Florida A&M,72,@Jackson St,62,,,,,
1/27/2025,@Lamar,69,Northwestern LA,59,,,,,
1/27/2025,McNeese St,74,@TAM C. Christi,73,,,,,
1/27/2025,Southern Univ,63,@MS Valley St,42,,,,,
1/27/2025,Nicholls St,82,@UTRGV,75,,,,,
1/27/2025,Houston Chr,70,@SE Louisiana,62,,,,,
1/27/2025,@SF Austin,79,East Texas A&M,72,,,,,
1/27/2025,@Boston Univ,69,Holy Cross,59,,,,,
1/28/2025,@Wyoming,83,Fresno St,72,O1,,,,
1/28/2025,@St Louis,78,VCU,69,,,,,
1/28/2025,S Illinois,79,@Valparaiso,75,,,,,
1/28/2025,@San Diego St,71,San Jose St,68,,,,,
1/28/2025,@Colorado St,79,Air Force,58,,,,,
1/28/2025,@Michigan St,73,Minnesota,51,,,,,
1/28/2025,@St Bonaventure,75,Dayton,53,,,,,
1/28/2025,@Pittsburgh,73,North Carolina,65,,,,,
1/28/2025,@Notre Dame,71,Georgia Tech,68,,,,,
1/28/2025,@Utah,69,Cincinnati,66,,,,,
1/28/2025,@Kansas,91,UCF,87,,,,,
1/28/2025,@BYU,93,Baylor,89,O1,,,,
1/28/2025,Arizona St,70,@Colorado,68,,,,,
1/28/2025,@South Florida,69,Rice,64,,,,,
1/28/2025,@Louisville,72,Wake Forest,59,,,,,
1/28/2025,W Michigan,74,@Ball St,71,,,,,
1/28/2025,@Buffalo,75,C Michigan,69,,,,,
1/28/2025,@Georgia,71,South Carolina,60,,,,,
1/28/2025,@Gonzaga,98,Oregon St,60,,,,,
1/28/2025,@Kent,75,Bowling Green,57,,,,,
1/28/2025,@Miami OH,89,E Michigan,80,,,,,
1/28/2025,@Morehead St,66,Southern Indiana,65,,,,,
1/28/2025,Akron,80,@N Illinois,70,,,,,
1/28/2025,Toledo,86,@Ohio,83,,,,,
1/28/2025,Kentucky,78,@Tennessee,73,,,,,
1/28/2025,@Texas A&M,75,Oklahoma,68,,,,,
1/28/2025,St John's,66,@Georgetown,41,,,,,
1/28/2025,Providence,69,@Seton Hall,67,,,,,
1/28/2025,Marquette,78,@Butler,69,,,,,
1/29/2025,American Univ,75,@Lafayette,68,,,,,
1/29/2025,Navy,79,@Lehigh,54,,,,,
1/29/2025,@Stanford,70,Syracuse,61,,,,,
1/29/2025,Alabama,88,@Mississippi St,84,,,,,
1/29/2025,@Rhode Island,88,Massachusetts,82,,,,,
1/29/2025,@G Washington,75,Richmond,66,,,,,
1/29/2025,@George Mason,58,Loyola-Chicago,53,O1,,,,
1/29/2025,@St Joseph's PA,76,Duquesne,72,,,,,
1/29/2025,@Drake,66,Northern Iowa,52,,,,,
1/29/2025,IL Chicago,93,@Bradley,70,,,,,
1/29/2025,@Evansville,78,Murray St,74,,,,,
1/29/2025,@Indiana St,72,Missouri St,67,,,,,
1/29/2025,@Illinois St,81,Belmont,78,,,,,
1/29/2025,@Army,84,Colgate,72,,,,,
1/29/2025,Rutgers,79,@Northwestern,72,,,,,
1/29/2025,@Maryland,76,Wisconsin,68,,,,,
1/29/2025,Virginia,82,@Miami FL,71,,,,,
1/29/2025,Virginia Tech,76,@Florida St,66,,,,,
1/29/2025,Fordham,88,@La Salle,72,,,,,
1/29/2025,@SMU,76,California,65,,,,,
1/29/2025,Houston,63,@West Virginia,49,,,,,
1/29/2025,@Texas Tech,71,TCU,57,,,,,
1/29/2025,@Kansas St,85,Oklahoma St,57,,,,,
1/29/2025,@FL Atlantic,94,UT San Antonio,74,,,,,
1/29/2025,@Temple,90,Charlotte,89,O2,,,,
1/29/2025,UAB,78,@Tulsa,68,,,,,
1/29/2025,North Texas,58,@Wichita St,54,,,,,
1/29/2025,@UNC Asheville,72,Radford,65,,,,,
1/29/2025,@Winthrop,76,Presbyterian,67,,,,,
1/29/2025,@Gardner Webb,92,Longwood,87,,,,,
1/29/2025,Charleston So,82,@SC Upstate,75,,,,,
1/29/2025,@Mississippi,72,Texas,69,,,,,
1/29/2025,Auburn,87,@LSU,74,,,,,
1/29/2025,@Boise St,66,Nevada,56,,,,,
1/29/2025,@Utah St,76,UNLV,71,,,,,
1/29/2025,@Furman,72,Samford,70,,,,,
1/29/2025,FGCU,83,@Jacksonville,79,,,,,
1/29/2025,@Mercer,80,Citadel,46,,,,,
1/29/2025,@UNC Greensboro,70,ETSU,65,,,,,
1/29/2025,St Mary's CA,67,@Santa Clara,54,,,,,
1/29/2025,@South Dakota,91,NE Omaha,87,,,,,
1/29/2025,@St Thomas MN,86,Oral Roberts,71,,,,,
1/29/2025,Chattanooga,84,@W Carolina,60,,,,,
1/29/2025,VMI,74,@Wofford,67,,,,,
1/29/2025,@North Florida,101,Stetson                 1,0,O1,,,,
1/29/2025,@Queens NC,75,North Alabama,67,,,,,
1/29/2025,@Cent Arkansas,75,West Georgia,70,,,,,
1/29/2025,Old Dominion,78,@Appalachian St,77,,,,,
1/29/2025,Arkansas St,81,@Southern Miss,68,,,,,
1/29/2025,@Bucknell,79,Loyola MD,67,,,,,
1/29/2025,@Creighton,86,Xavier,77,,,,,
1/29/2025,@Connecticut,72,DePaul,61,,,,,
1/30/2025,@Maine,71,New Hampshire,46,,,,,
1/30/2025,Bryant,92,@UMBC,86,,,,,
1/30/2025,@NJIT,83,MA Lowell,62,,,,,
